"序号","标题","发布日期","来源网站","网址","来源栏目","证据类型","结构线索摘录","正文验证","正文验证说明","采集说明"
"365","区政府第15次常务会议纪要","2018-05-09","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0515/59924.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"366","区政府第14次常务会议纪要","2018-03-26","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0404/59502.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"367","区政府第13次常务会议纪要","2018-03-12","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0316/59214.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"368","区政府第12次常务会议纪要","2018-02-09","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0212/59215.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"369","区政府第11次常务会议纪要","2018-01-23","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0130/58698.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"370","区政府第10次常务会议纪要","2017-12-22","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0103/55144.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"371","区政府第9次常务会议纪要","2017-11-13","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_1123/58609.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"372","区政府第8次常务会议纪要","2017-08-14","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0828/58302.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"373","区政府第7次常务会议纪要","2017-06-22","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0707/58301.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"374","区政府第6次常务会议纪要","2017-05-22","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0605/58029.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"375","区政府第5次常务会议纪要","2017-05-16","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0531/58028.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"376","区政府第4次常务会议纪要","2017-04-18","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0502/58027.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"377","区政府第3次常务会议纪要","2017-03-13","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0327/57968.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"378","区政府第2次常务会议纪要","2017-02-10","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0220/57902.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"379","区政府第1次常务会议纪要","2017-01-25","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0208/57901.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"380","区政府常务会议纪要","2016-12-27","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2017/BJLFPPJH_0106/57871.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"381","区政府常务会议纪要","2016-11-25","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_1207/57870.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"382","区政府常务会议纪要","2016-09-28","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0928/57831.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"383","区政府常务会议纪要","2016-08-08","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0809/57830.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"384","区政府常务会议纪要","2016-07-19","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0721/57829.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"385","区政府常务会议纪要","2016-06-25","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0628/57832.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"386","区政府常务会议纪要","2016-05-18","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0518/57828.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"387","区政府常务会议纪要","2016-03-28","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0412/57728.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"388","区政府常务会议纪要","2016-03-03","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0314/57727.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"389","区政府常务会议纪要","2016-02-04","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2016/BJLFPPJH_0208/57827.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"390","区政府常务会议纪要","2015-11-25","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2015/BJLFPPJH_1204/57633.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
